id,type,emne,navn,beskrivelse,avhenger_av,hjelpemiddel,instruks
pyrodruesyre-pyruvat,begrep,Fotosyntese og celleånding,Pyrodruesyre/pyruvat,"Eleven vet hva pyrodruesyre/pyruvat er: sluttproduktet av glykolysen, som enten går videre inn i den aerobe celleåndingen (via koenzym A og krebssyklusen) eller til anaerob gjæring.",glykolyse,del1,
krebssyklus,begrep,Fotosyntese og celleånding,Krebssyklus,"Eleven vet hva krebssyklusen/sitronsyresyklusen er: en syklus i mitokondriets matriks der pyrodruesyre (via koenzym A) brytes videre ned, CO2 frigjøres, og det dannes ATP, NADH og FADH2.",pyrodruesyre-pyruvat;mitokondriemembran-og-matriks,del1,
oksidativ-fosforylering,begrep,Fotosyntese og celleånding,Oksidativ fosforylering,"Eleven vet hva oksidativ fosforylering er: den siste fasen av aerob celleånding, der NADH og FADH2 avgir elektroner til elektrontransportkjeden i den indre mitokondriemembranen, oksygen tar imot elektronene og danner vann, og det dannes store mengder ATP via kjemiosmose.",elektrontransportkjede;nadh-fadh2-begrep;mitokondriemembran-og-matriks,del1,
gjore-rede-for-aerob-cellending,ferdighet,Fotosyntese og celleånding,Gjøre rede for aerob celleånding,"Eleven kan gjøre rede for aerob celleånding som helhet: hvordan glukose brytes ned til CO2 og vann gjennom glykolyse, krebssyklus og oksidativ fosforylering, hvor i mitokondriet hvert trinn skjer, og hvilke stoffer som dannes og forbrukes underveis.",glykolyse;krebssyklus;oksidativ-fosforylering,begge,"Gi eleven en figur av et mitokondrium med markerte piler for glykolyse, krebssyklus og oksidativ fosforylering, og be dem plassere hvert trinn riktig og gjøre rede for hva som skjer i hvert av dem."
melkesyregjaring,begrep,Fotosyntese og celleånding,Melkesyregjæring,"Eleven vet hva melkesyregjæring er: en form for anaerob celleånding i dyreceller der pyrodruesyre omdannes til melkesyre når det er lite oksygen tilgjengelig.",pyrodruesyre-pyruvat,del1,
alkoholgjaring-etanol,begrep,Fotosyntese og celleånding,Alkoholgjæring (etanolgjæring),"Eleven vet hva alkoholgjæring er: en form for anaerob celleånding, f.eks. hos gjærceller, der pyrodruesyre omdannes til etanol og CO2 når det er lite oksygen tilgjengelig.",pyrodruesyre-pyruvat,del1,
forklare-anaerob-cellending,ferdighet,Fotosyntese og celleånding,Forklare anaerob celleånding,"Eleven kan forklare hvorfor og hvordan celler går over til anaerob celleånding (melkesyre- eller alkoholgjæring) når oksygentilgangen er lav, og hvorfor dette gir mye mindre ATP per glukosemolekyl enn aerob celleånding.",melkesyregjaring;alkoholgjaring-etanol;gjore-rede-for-aerob-cellending,begge,"Gi eleven resultater fra et forsøk der forbruket av glukose og produksjonen av melkesyre eller etanol er målt med og uten tilgang på oksygengass, og be dem forklare forskjellene."
forklare-temperaturpavirkning-cellending,ferdighet,Fotosyntese og celleånding,Forklare hvordan temperatur og hemmere påvirker celleåndingen,"Eleven kan forklare hvordan temperatur påvirker celleåndingshastigheten (glukoseforbruk og produktdannelse), og hvordan en hemmer av elektrontransportkjeden (f.eks. natriumazid) påvirker forbruket av oksygen og produksjonen av gjæringsprodukter.",forklare-anaerob-cellending,begge,"Gi eleven data om glukoseforbruk og produksjon av melkesyre/etanol ved ulike temperaturer, inkludert en svært høy temperatur der begge deler går mot null, og be dem forklare hvorfor. Spør også hvordan en hemmer av elektrontransportkjeden vil påvirke oksygenforbruket og gjæringsproduksjonen."
sammenligne-energiomdanning-fotosyntese-cellending,ferdighet,Fotosyntese og celleånding,Sammenligne energiomdanning i fotosyntese og celleånding,"Eleven kan sammenligne hvordan energi blir omdannet i tylakoidmembranen under fotosyntesen og i den indre mitokondriemembranen under celleåndingen, og peke på likhetene i bruken av elektrontransportkjede, kjemiosmose og ATP-syntase.",lysreaksjonene-fotosyntese;gjore-rede-for-aerob-cellending,begge,"Gi eleven en figur av en kloroplast og et mitokondrium med en markert pil i hver (tylakoidmembran og indre mitokondriemembran), og be dem sammenligne hvordan energi omdannes de to stedene."
dna-struktur,begrep,Genetisk kode og genuttrykk,DNA-struktur,"Eleven vet at DNA er bygd opp som en dobbelheliks av to komplementære tråder med nukleotider (base, sukker og fosfat), der basene A-T og G-C parer seg med hverandre.",,del1,
gen,begrep,Genetisk kode og genuttrykk,Gen,"Eleven vet hva et gen er: et avgrenset område av DNA-et som inneholder informasjon (koden) for å lage et protein eller et funksjonelt RNA-molekyl.",dna-struktur,del1,
genetisk-kode,begrep,Genetisk kode og genuttrykk,Genetisk kode,"Eleven vet hva den genetiske koden er: sammenhengen mellom triplett-kodoner i mRNA og hvilken aminosyre eller stoppsignal hvert kodon koder for, og at koden er universell (lik hos nesten alle organismer).",gen,del1,
kodon,begrep,Genetisk kode og genuttrykk,Kodon,"Eleven vet hva et kodon er: en sekvens på tre baser i mRNA som koder for én bestemt aminosyre eller for start/stopp av proteinsyntesen.",genetisk-kode,del1,
promotor,begrep,Genetisk kode og genuttrykk,Promotor,"Eleven vet hva en promotor er: et DNA-område foran et gen som transkripsjonsfaktorer og RNA-polymerase binder seg til for å starte transkripsjonen.",gen,del1,
transkripsjonsfaktor,begrep,Genetisk kode og genuttrykk,Transkripsjonsfaktor,"Eleven vet hva en transkripsjonsfaktor er: et protein som binder seg til DNA (ofte ved promotoren eller et annet regulatorisk område) og fremmer eller hemmer transkripsjonen av et gen.",promotor,del1,
transkripsjon,ferdighet,Genetisk kode og genuttrykk,Gjøre rede for transkripsjon,"Eleven kan gjøre rede for transkripsjon: at RNA-polymerase lager et komplementært mRNA-molekyl (pre-mRNA) ut fra den ene DNA-tråden som mal, med start ved promotoren.",promotor;kodon,del1,"Gi eleven en kort DNA-sekvens og be dem finne mRNA-sekvensen som dannes ved transkripsjon, eller omvendt: gitt en mRNA-/tRNA-rekkefølge, finne DNA-sekvensen som ble transkribert."
intron-ekson,begrep,Genetisk kode og genuttrykk,Intron og ekson,"Eleven vet forskjellen på introner (ikke-kodende deler som fjernes) og eksoner (kodende deler som beholdes) i et pre-mRNA-molekyl.",transkripsjon,del1,
spleising-pre-mrna,begrep,Genetisk kode og genuttrykk,Spleising av pre-mRNA,"Eleven vet hva spleising er: introner klippes ut av pre-mRNA-et og eksonene settes sammen til et ferdig mRNA, og at eksoner kan spleises sammen på ulike måter (alternativ spleising) slik at ett gen kan gi flere ulike proteiner.",intron-ekson,del1,
antikodon,begrep,Genetisk kode og genuttrykk,Antikodon,"Eleven vet hva et antikodon er: en trippel base-sekvens på et tRNA-molekyl som parer seg komplementært med et kodon på mRNA-et under translasjonen.",kodon,del1,
trna-rrna,begrep,Genetisk kode og genuttrykk,tRNA og rRNA,"Eleven vet hva tRNA (bærer en bestemt aminosyre til ribosomet, gjenkjenner kodon via antikodon) og rRNA (bygger opp ribosomet sammen med proteiner) er.",antikodon,del1,
translasjon,ferdighet,Genetisk kode og genuttrykk,Gjøre rede for translasjon (proteinsyntese),"Eleven kan gjøre rede for translasjon: at ribosomet leser mRNA-et kodon for kodon, at tRNA med riktig antikodon bringer riktig aminosyre, og at aminosyrene bindes sammen til et polypeptid.",spleising-pre-mrna;trna-rrna,begge,"Gi eleven et mRNA- eller tRNA-utsnitt og kodonoversikten (vedlegget til eksamen), og be dem bestemme hvilken aminosyre eller hvilket kodon/antikodon en gitt pil peker på."
mutasjon-typer,begrep,Genetisk kode og genuttrykk,Mutasjonstyper,"Eleven vet hva en mutasjon er, og kjenner hovedtypene punktmutasjon: substitusjon (én base byttes ut), delesjon (en base eller flere fjernes) og innsetting/insersjon (en eller flere baser settes inn).",dna-struktur,del1,
leserammeforskyvning,begrep,Genetisk kode og genuttrykk,Leserammeforskyvning,"Eleven vet hva leserammeforskyvning er: en delesjon eller innsetting som ikke er et multiplum av tre baser forskyver hvordan resten av sekvensen leses av i kodon-tripletter, og endrer dermed hele den påfølgende aminosyresekvensen.",mutasjon-typer,del1,
forklare-konsekvens-av-mutasjon,ferdighet,Genetisk kode og genuttrykk,Forklare konsekvensen av en gitt mutasjon,"Eleven kan bruke en DNA-/mRNA-sekvens og kodonoversikten til å avgjøre hvordan en gitt mutasjon (substitusjon, delesjon eller innsetting) påvirker aminosyresekvensen i proteinet som dannes, inkludert om mutasjonen gir stoppkodon, leserammeforskyvning eller ingen endring (stille mutasjon).",leserammeforskyvning;translasjon,del1,"Gi eleven en kort DNA- eller mRNA-sekvens før og etter en mutasjon, sammen med kodonoversikten, og be dem avgjøre hva mutasjonen gjør med proteinet: ingen endring, endret aminosyre, stoppkodon, eller leserammeforskyvning."
epigenetikk-metylering,begrep,Genetisk kode og genuttrykk,Epigenetikk og DNA-metylering,"Eleven vet hva epigenetisk genregulering er: metylering av DNA (typisk ved promotoren) kan slå av eller dempe et gen uten å endre selve DNA-sekvensen.",promotor,del1,
genregulering,ferdighet,Genetisk kode og genuttrykk,Forklare hvordan gener reguleres,"Eleven kan forklare hvordan et gen kan reguleres på flere nivåer: ved at transkripsjonsfaktorer fremmer eller hemmer transkripsjonen, ved DNA-metylering, og ved alternativ spleising av pre-mRNA.",transkripsjonsfaktor;epigenetikk-metylering;spleising-pre-mrna,begge,"Gi eleven noen påstander om genregulering (f.eks. om metylering, spleising eller transkripsjonsfaktorer) og be dem avgjøre hvilke som er riktige, med begrunnelse."
forklare-mutasjon-i-regulatorisk-omrade,ferdighet,Genetisk kode og genuttrykk,Forklare hvordan en mutasjon i et regulatorisk område påvirker genuttrykk,"Eleven kan forklare hvordan en mutasjon i et DNA-område som regulerer et gen (f.eks. der en bestemt transkripsjonsfaktor normalt binder seg), kan hemme genuttrykket i noen celletyper uten å endre selve proteinets aminosyresekvens, fordi den kodende delen av genet er uendret.",genregulering,del2,"Gi eleven et eksempel der et gen er aktivt i flere celletyper fordi ulike transkripsjonsfaktorer binder seg til ulike regulatoriske DNA-sekvenser for genet, og der en delesjon i én av disse sekvensene finnes hos individer som mangler et bestemt trekk. Be eleven forklare hvorfor delesjonen hemmer genuttrykket bare i den ene celletypen, og ikke i de andre."
ikke-kodende-dna,begrep,Genetisk kode og genuttrykk,Ikke-kodende DNA,"Eleven vet at store deler av DNA-et ikke koder for protein, og at denne ikke-kodende delen ofte varierer mer mellom individer enn den kodende delen - noe som gjør den godt egnet til å identifisere enkeltindivider.",dna-struktur,del1,
restriksjonsenzym,begrep,Genteknologi,Restriksjonsenzym,"Eleven vet hva et restriksjonsenzym er: et enzym som kutter DNA på et bestemt, gjenkjennbart restriksjonssete.",dna-struktur,del1,
restriksjonssete,begrep,Genteknologi,Restriksjonssete,"Eleven vet hva et restriksjonssete er: den spesifikke DNA-sekvensen der et gitt restriksjonsenzym kutter.",restriksjonsenzym,del1,
plasmid,begrep,Genteknologi,Plasmid,"Eleven vet hva et plasmid er: en liten, ringformet DNA-molekyl i bakterier som kan bære ekstra gener og overføres/kopieres uavhengig av kromosomet.",dna-struktur,del1,
vektor-genteknologi,begrep,Genteknologi,Vektor (genteknologi),"Eleven vet hva en vektor er i genteknologisk sammenheng: et redskap (f.eks. et plasmid eller et virus) som brukes til å frakte et gen inn i en celle.",plasmid,del1,
gelelektroforese,ferdighet,Genteknologi,Skissere og tolke resultatet av en gelelektroforese,"Eleven kan skissere eller tolke resultatet av en gelelektroforese: at DNA-fragmenter vandrer mot den positive polen, og at kortere fragmenter vandrer lengst.",restriksjonssete,del1,"Gi eleven to plasmider som er kuttet med samme restriksjonsenzym på ulike steder, slik at de gir fragmenter av ulik lengde, og be dem skissere hvordan resultatet vil se ut på en gelelektroforese."
pcr,begrep,Genteknologi,PCR (polymerase kjedereaksjon),"Eleven vet hva PCR er: en metode for å kopiere/amplifisere en spesifikk DNA-sekvens mange ganger, ved gjentatte sykluser med temperaturendringer.",dna-struktur,del1,
crispr-cas9,ferdighet,Genteknologi,Gjøre rede for CRISPR-Cas9-metoden,"Eleven kan gjøre rede for hvordan CRISPR-Cas9 brukes til å redigere et gen: guide-RNA styrer Cas9-enzymet til riktig sted på DNA-et, der Cas9 kutter, og cellens egne reparasjonsmekanismer kan da endre genet.",restriksjonssete;gen,del1,"Gi eleven en figur av CRISPR-metoden med et par umerkede piler (f.eks. mot DNA-molekylet, Cas9-enzymet og guide-RNA), og be dem gjøre rede for metoden og forklare hva hver pil peker på."
guide-rna,begrep,Genteknologi,Guide-RNA (gRNA/sgRNA),"Eleven vet hva guide-RNA er i CRISPR-metoden: et RNA-molekyl som er komplementært til en bestemt DNA-sekvens, og som styrer Cas9-enzymet til å klippe akkurat der.",crispr-cas9,del1,
markorgen,begrep,Genteknologi,Markørgen,"Eleven vet hva et markørgen er: et gen (f.eks. for antibiotikaresistens) som settes inn sammen med genet man egentlig ønsker å overføre, slik at man kan selektere de cellene som faktisk har tatt opp DNA-et.",plasmid,del1,
transformasjon-bakterier,ferdighet,Genteknologi,Designe forsøk som tester genoverføring til bakterier,"Eleven kan designe eller tolke et forsøk som bruker markørgener til å teste om et gen (f.eks. for antibiotikaresistens) er overført til bakterier, ved å sammenligne vekst med og uten det aktuelle stoffet i ulike petriskåler.",plasmid;markorgen,begge,"Beskriv fire petriskåler med ulikt innhold (med/uten bakterier, med/uten antibiotikaresistensgen, med/uten antibiotikum), og be eleven avgjøre i hvilke skåler bakteriene vil formere seg, og hvilke to skåler som bør sammenlignes for å teste om genet gir resistens."
overfore-gen-til-eukaryot-celle,ferdighet,Genteknologi,Forklare hvordan et gen overføres til og uttrykkes i en eukaryot celle,"Eleven kan forklare hva som skal til for at et overført gen (DNA eller RNA) skal bli uttrykt som protein i en eukaryot celle, inkludert at DNA vanligvis må tas opp i cellekjernen for å transkriberes, mens RNA kan translateres direkte i cytosol.",vektor-genteknologi,del1,
genterapi,begrep,Genteknologi,Genterapi,"Eleven vet hva genterapi er: å sette inn, endre eller erstatte et gen hos en pasient (ofte ved hjelp av en vektor) for å behandle eller forebygge sykdom.",overfore-gen-til-eukaryot-celle,del1,
dna-profil,ferdighet,Genteknologi,Tolke en DNA-profil,"Eleven kan tolke en DNA-profil (f.eks. fra en gelelektroforese av ikke-kodende DNA) for å identifisere enkeltindivider eller avgjøre slektskap, også når profilen er ufullstendig.",ikke-kodende-dna,del2,"Gi eleven DNA-profiler (som bånd på en gel) fra tre kjente individer og fra en ufullstendig prøve, og be dem avgjøre hvilket individ prøven mest sannsynlig stammer fra, med begrunnelse."
gendiagnostikk,begrep,Genteknologi,Gendiagnostikk,"Eleven vet hva gendiagnostikk er: å undersøke en persons DNA for å påvise sykdomsfremkallende genvarianter - ikke det samme som å fjerne eller endre genet (det er genterapi/genredigering).",gen,del1,
allel-genvariant,begrep,Arv og variasjon,Allel (genvariant),"Eleven vet hva et allel/en genvariant er: en av flere mulige utgaver av samme gen.",gen,del1,
genotype,begrep,Arv og variasjon,Genotype,"Eleven vet hva genotype er: hvilke alleler et individ har for et gen.",allel-genvariant,del1,
fenotype,begrep,Arv og variasjon,Fenotype,"Eleven vet hva fenotype er: den observerbare egenskapen hos et individ, som er et resultat av genotypen og ofte også miljøet.",genotype,del1,
homozygot-heterozygot,begrep,Arv og variasjon,Homozygot og heterozygot,"Eleven vet forskjellen på å være homozygot (to like alleler for et gen) og heterozygot (to ulike alleler for et gen).",genotype,del1,
dominant-recessiv-allel,begrep,Arv og variasjon,Dominant og recessiv allel,"Eleven vet forskjellen på et dominant allel (kommer til uttrykk i fenotypen selv i heterozygot form) og et recessivt allel (kommer bare til uttrykk når individet er homozygot recessivt).",allel-genvariant,del1,
kodominans,begrep,Arv og variasjon,Kodominans,"Eleven vet hva kodominans er: begge allelene i en heterozygot genotype kommer fullt til uttrykk samtidig i fenotypen (i motsetning til at det ene dominerer helt over det andre).",dominant-recessiv-allel,del1,
ufullstendig-dominans,begrep,Arv og variasjon,Ufullstendig dominans,"Eleven vet hva ufullstendig dominans er: den heterozygote fenotypen blir en mellomting mellom de to homozygote fenotypene, ulikt både fullstendig dominans og kodominans.",dominant-recessiv-allel,del1,
kjonnsbundet-arv,begrep,Arv og variasjon,Kjønnsbundet arv,"Eleven vet hva kjønnsbundet arv er: genet ligger på kjønnskromosomet (typisk X-kromosomet), slik at nedarvingsmønsteret er forskjellig hos hanner og hunner.",dominant-recessiv-allel,del1,
autosomal-arv,begrep,Arv og variasjon,Autosomal (ikke-kjønnsbundet) arv,"Eleven vet hva autosomal/ikke-kjønnsbundet arv er: genet ligger på et autosom (ikke et kjønnskromosom), slik at nedarvingsmønsteret er likt hos hanner og hunner.",dominant-recessiv-allel,del1,
analysere-stamtre,ferdighet,Arv og variasjon,Analysere et stamtre for å bestemme arvegang,"Eleven kan analysere et stamtre/en slektstavle for å avgjøre om en egenskap arves dominant eller recessivt, og om den er kjønnsbundet eller autosomal.",kjonnsbundet-arv;autosomal-arv,begge,"Gi eleven et stamtre som viser forekomsten av en egenskap eller sykdom over flere generasjoner, og be dem avgjøre om egenskapen er dominant eller recessiv, og om den er kjønnsbundet eller autosomal, med begrunnelse fra treet."
krysningsskjema-monohybrid,ferdighet,Arv og variasjon,Lage og tolke krysningsskjema for ett gen,"Eleven kan lage og tolke et krysningsskjema (Punnett-kvadrat) for nedarving av ett gen, og bruke det til å finne sannsynligheten for ulike genotyper og fenotyper hos avkommet.",dominant-recessiv-allel;genotype,del1,"Gi eleven genotypene til to foreldre for ett gen og be dem lage et krysningsskjema og oppgi sannsynligheten for hver genotype og fenotype hos avkommet."
koblede-gener,begrep,Arv og variasjon,Koblede gener,"Eleven vet hva koblede gener er: gener som ligger nær hverandre på samme kromosom, slik at de som regel arves sammen og ikke uavhengig av hverandre.",genotype,del1,
uavhengig-arv-mendels-2-lov,begrep,Arv og variasjon,Uavhengig arv (Mendels andre lov),"Eleven vet hva uavhengig arv er: gener som ligger på ulike kromosomer (eller langt fra hverandre på samme kromosom) arves uavhengig av hverandre.",genotype,del1,
krysningsskjema-dihybrid,ferdighet,Arv og variasjon,Lage og tolke krysningsskjema for to gener,"Eleven kan lage og tolke et krysningsskjema for nedarving av to gener samtidig, både når genene arves uavhengig og når de er koblet, og bruke dette til å finne sannsynligheten for en kombinasjon av fenotyper.",krysningsskjema-monohybrid;koblede-gener;uavhengig-arv-mendels-2-lov,del2,"Gi eleven genotypene til to foreldre for to gener (ett tilfelle med uavhengig arv, ett med koblede gener) og be dem lage krysningsskjema og finne sannsynligheten for en gitt kombinasjon av egenskaper hos avkommet."
polygen-egenskap-flere-gener,begrep,Arv og variasjon,Egenskap styrt av flere gener,"Eleven vet at én synlig egenskap (f.eks. en fargefenotype) noen ganger styres av flere ulike gener i samspill, ikke bare ett.",genotype,del1,
bruke-krysningsdata-til-a-bestemme-arvegang,ferdighet,Arv og variasjon,Bruke krysningsforsøksdata til å bestemme arvegang,"Eleven kan bruke resultatene fra ett eller flere krysningsforsøk (antall avkom med ulik fenotype) til å avgjøre om en egenskap arves dominant eller recessivt, eventuelt om to gener er koblet eller arves uavhengig.",krysningsskjema-dihybrid,del2,"Gi eleven resultatene fra flere krysningsforsøk mellom foreldre med og uten en egenskap, med antall avkom av hver fenotype, og be dem avgjøre om egenskapen er dominant eller recessiv, med begrunnelse i tallene."
genotypisk-og-fenotypisk-variasjon,begrep,Arv og variasjon,Genotypisk og fenotypisk variasjon,"Eleven vet hva genotypisk variasjon (forskjeller i DNA-sekvens mellom individer) og fenotypisk variasjon (forskjeller i observerbare egenskaper) er, og at fenotypisk variasjon kan skyldes både genotype og miljø.",genotype;fenotype,del1,
kopiantallsvariasjon,begrep,Arv og variasjon,Kopiantallsvariasjon,"Eleven vet hva kopiantallsvariasjon er: individer kan ha ulikt antall kopier av et gen på sine kromosomer, og flere kopier kan gi høyere produksjon av genproduktet.",genotypisk-og-fenotypisk-variasjon,del1,
forklare-arsaker-til-variasjon-i-populasjon,ferdighet,Arv og variasjon,Forklare årsaker til genotypisk og fenotypisk variasjon i en populasjon,"Eleven kan forklare hvordan mutasjon, rekombinasjon og kopiantallsvariasjon bidrar til genotypisk og fenotypisk variasjon i en populasjon.",kopiantallsvariasjon;mutasjon-typer,begge,"Gi eleven et eksempel på variasjon i en egenskap i en populasjon (f.eks. antall kopier av et gen) og be dem forklare hvilke mekanismer som kan ha ført til denne variasjonen."
tolke-tvillingstudier,ferdighet,Arv og variasjon,Tolke tvillingstudier,"Eleven kan tolke resultater fra tvillingstudier (der eneggede og toeggede tvillinger sammenlignes) for å vurdere i hvilken grad en egenskap påvirkes av gener, miljø, eller begge deler.",genotypisk-og-fenotypisk-variasjon,del1,"Gi eleven en tabell som viser andelen tvillingpar med lik fenotype for en egenskap, delt på eneggede og toeggede tvillinger, og be dem avgjøre om egenskapen ser ut til å være genetisk påvirket, med begrunnelse i tallene."
hardy-weinberg-likevekt,begrep,Arv og variasjon,Hardy-Weinberg-likevekt,"Eleven vet hva Hardy-Weinberg-likevekt er: en modell der allel- og genotypefrekvensene i en populasjon holder seg konstante fra generasjon til generasjon, forutsatt ingen mutasjon, ingen seleksjon, ingen inn-/utvandring, tilfeldig paring og en stor populasjon.",allel-genvariant;genotypisk-og-fenotypisk-variasjon,del1,
beregne-allelfrekvens-hardy-weinberg,ferdighet,Arv og variasjon,Beregne allel- og genotypefrekvenser med Hardy-Weinberg-likningen,"Eleven kan bruke Hardy-Weinberg-likningen (p²+2pq+q²=1, p+q=1) til å regne ut allelfrekvenser og andelen av populasjonen med en bestemt genotype, gitt at populasjonen er i Hardy-Weinberg-likevekt.",hardy-weinberg-likevekt,del2,"Oppgi andelen av en populasjon som har en bestemt (f.eks. recessiv homozygot) fenotype, og be eleven regne ut frekvensen til det tilhørende allelet og andelen individer som er heterozygote, med Hardy-Weinberg-likningen."
genlager-genreservoar,begrep,Evolusjon og artsdannelse,Genlager (genreservoar),"Eleven vet hva genlageret/genreservoaret til en populasjon er: summen av alle alleler som finnes hos alle individene i populasjonen.",allel-genvariant,del1,
naturlig-seleksjon,begrep,Evolusjon og artsdannelse,Naturlig seleksjon,"Eleven vet hva naturlig seleksjon er: individer med egenskaper som gir bedre overlevelse og reproduksjon i et gitt miljø, får i gjennomsnitt flere avkom, slik at genlageret i populasjonen endres over generasjoner.",genlager-genreservoar,del1,
rettet-seleksjon,begrep,Evolusjon og artsdannelse,Rettet (retningsbestemt) seleksjon,"Eleven vet hva rettet/retningsbestemt seleksjon er: gjennomsnittsverdien av en egenskap i populasjonen forskyver seg i én retning over tid.",naturlig-seleksjon,del1,
stabiliserende-seleksjon,begrep,Evolusjon og artsdannelse,Stabiliserende seleksjon,"Eleven vet hva stabiliserende seleksjon er: individer med mellomliggende verdier av en egenskap favoriseres, slik at variasjonen i populasjonen minker rundt gjennomsnittet.",naturlig-seleksjon,del1,
disruptiv-seleksjon,begrep,Evolusjon og artsdannelse,Disruptiv (splittende) seleksjon,"Eleven vet hva disruptiv/splittende seleksjon er: individer med ytterpunktverdier av en egenskap favoriseres framfor de med mellomliggende verdier, slik at fordelingen i populasjonen splittes i to topper.",naturlig-seleksjon,del1,
tolke-seleksjonstype-fra-figur,ferdighet,Evolusjon og artsdannelse,Tolke hvilken type seleksjon en figur viser,"Eleven kan tolke en figur som viser fordelingen av en egenskap i en populasjon før og etter seleksjon, og avgjøre om det er rettet, stabiliserende eller disruptiv seleksjon.",rettet-seleksjon;stabiliserende-seleksjon;disruptiv-seleksjon,del1,"Gi eleven to figurer som viser fordelingen av en egenskap (f.eks. nebbtykkelse eller halslengde) i en populasjon før og etter en miljøendring, og be dem avgjøre hvilken type seleksjon hver figur viser, med begrunnelse."
genetisk-drift,begrep,Evolusjon og artsdannelse,Genetisk drift,"Eleven vet hva genetisk drift er: tilfeldige endringer i allelfrekvenser fra generasjon til generasjon, som har størst effekt i små populasjoner.",genlager-genreservoar,del1,
flaskehalseffekt,begrep,Evolusjon og artsdannelse,Flaskehalseffekt,"Eleven vet hva flaskehalseffekten er: en kraftig, tilfeldig reduksjon i genetisk variasjon når en populasjon plutselig blir mye mindre, fordi de overlevende individene bare representerer et lite og tilfeldig utvalg av det opprinnelige genlageret.",genetisk-drift,del1,
genflyt,begrep,Evolusjon og artsdannelse,Genflyt,"Eleven vet hva genflyt er: alleler flyttes mellom populasjoner ved at individer (eller kjønnsceller) vandrer inn eller ut, noe som vanligvis øker den genetiske likheten mellom populasjonene.",genlager-genreservoar,del1,
vurdere-drift-og-genflyt-effekt-pa-variasjon,ferdighet,Evolusjon og artsdannelse,Vurdere hvordan genetisk drift og genflyt påvirker genetisk variasjon,"Eleven kan vurdere hvordan genetisk drift (inkludert flaskehalseffekten) og genflyt hver for seg påvirker den genetiske variasjonen i en eller flere populasjoner.",flaskehalseffekt;genflyt,del1,"Be eleven forklare, uten figur, hvordan genflyt påvirker genetisk variasjon i en populasjon, og hvordan dette skiller seg fra virkningen av flaskehalseffekten."
seleksjon-drift-genflyt-i-hardy-weinberg,ferdighet,Evolusjon og artsdannelse,Avgjøre om en populasjon er i Hardy-Weinberg-likevekt,"Eleven kan avgjøre om en beskrevet populasjon oppfyller betingelsene for Hardy-Weinberg-likevekt, ved å vurdere om det skjer mutasjon, naturlig seleksjon, genetisk drift, genflyt eller ikke-tilfeldig paring.",hardy-weinberg-likevekt;naturlig-seleksjon;genetisk-drift;genflyt,del1,"Gi eleven en liste med påstander om hva som skjer i en populasjon (f.eks. om det skjer mutasjon, seleksjon, utvandring, tilfeldig paring), og be dem avgjøre hvilke påstander som beskriver en populasjon i Hardy-Weinberg-likevekt."
art-biologisk-artsbegrep,begrep,Evolusjon og artsdannelse,Det biologiske artsbegrepet,"Eleven vet hva det biologiske artsbegrepet er: individer regnes som samme art dersom de kan få fruktbare avkom sammen under naturlige forhold.",,del1,
artsdannelse,begrep,Evolusjon og artsdannelse,Artsdannelse,"Eleven vet hva artsdannelse er: genlagrene til to populasjoner av samme art blir så forskjellige over tid at populasjonene ikke lenger kan (eller ikke lenger gjør det i praksis) få fruktbare avkom sammen, slik at de blir to arter.",art-biologisk-artsbegrep;genlager-genreservoar,del1,
allopatrisk-artsdannelse,begrep,Evolusjon og artsdannelse,Allopatrisk artsdannelse,"Eleven vet hva allopatrisk artsdannelse er: to populasjoner blir geografisk adskilt av en barriere, og utvikler seg gradvis til to ulike arter fordi genflyten mellom dem stanser eller blir svært liten.",artsdannelse,del1,
sympatrisk-artsdannelse,begrep,Evolusjon og artsdannelse,Sympatrisk artsdannelse,"Eleven vet hva sympatrisk artsdannelse er: to nye arter oppstår fra samme populasjon uten geografisk adskillelse, f.eks. ved polyploidi eller sterk seleksjon mot mellomformer i samme område.",artsdannelse,del1,
polyploidi,begrep,Evolusjon og artsdannelse,Polyploidi,"Eleven vet hva polyploidi er: et individ får flere enn to sett med kromosomer, noe som kan gi opphav til en ny art momentant fordi avkommet ikke lenger kan få fruktbare avkom med den opprinnelige arten.",sympatrisk-artsdannelse,del1,
prezygotisk-barriere,begrep,Evolusjon og artsdannelse,Prezygotisk barriere,"Eleven vet hva en prezygotisk barriere/mekanisme er: noe som hindrer to arter i å pare seg eller befrukte hverandre i det hele tatt, f.eks. ulike paringsritualer eller ulik paringstid.",artsdannelse,del1,
postzygotisk-barriere,begrep,Evolusjon og artsdannelse,Postzygotisk barriere,"Eleven vet hva en postzygotisk barriere/mekanisme er: en barriere som virker etter befruktning, f.eks. at hybridavkom har lavere levedyktighet eller er sterile.",artsdannelse,del1,
