id,type,emne,navn,beskrivelse,avhenger_av,hjelpemiddel,instruks
fett-begrep,begrep,Ernæring og helse,Fett,"Eleven vet at fett er et næringsstoff med høyt energiinnhold, og at det blant annet inngår i cellemembraner og brukes til å lagre energi i kroppen.",naeringsstoff-begrep,,
vitamin-mineral-begrep,begrep,Ernæring og helse,Vitaminer og mineraler,"Eleven vet at vitaminer og mineraler er mikronæringsstoffer kroppen trenger i små mengder for å regulere kroppsfunksjoner, selv om de ikke gir energi.",naeringsstoff-begrep,,
naeringsstoffgrupper-funksjon-ferdighet,ferdighet,Ernæring og helse,Gjøre rede for funksjonene til næringsstoffgruppene,"Eleven kan gjøre rede for funksjonene til karbohydrater, proteiner, fett, vitaminer og mineraler i kroppen.",karbohydrat-begrep;protein-begrep;fett-begrep;vitamin-mineral-begrep,,"Be eleven forklare, for hver av næringsstoffgruppene karbohydrater, proteiner, fett, vitaminer og mineraler, hva den hovedsakelig brukes til i kroppen, og gi ett eksempel på en matvare som er rik på hver av dem."
energiinnhold-begrep,begrep,Ernæring og helse,Energiinnhold i mat,"Eleven vet at energiinnholdet i mat måles i kilojoule (kJ) eller kilokalorier (kcal), og at karbohydrater, fett og protein har ulikt energiinnhold per gram.",naeringsstoffgrupper-funksjon-ferdighet,,
beregne-energiinnhold-mat-ferdighet,ferdighet,Ernæring og helse,Regne ut energiinnholdet i et måltid,"Eleven kan regne ut det totale energiinnholdet i et måltid når mengden karbohydrater, fett og protein i måltidet er kjent.",energiinnhold-begrep,,"Gi eleven mengden karbohydrater, fett og protein (i gram) i et måltid, sammen med energiinnholdet per gram for hvert næringsstoff, og be dem regne ut måltidets totale energiinnhold i kJ eller kcal."
energibehov-begrep,begrep,Ernæring og helse,Energibehov,"Eleven vet at energibehovet er hvor mye energi kroppen trenger over en gitt periode, og at det varierer med blant annet alder, kjønn og aktivitetsnivå.",energiinnhold-begrep,,
beregne-energibalanse-ferdighet,ferdighet,Ernæring og helse,Regne ut energibalansen i et enkelt kosthold,"Eleven kan sammenligne energiinntak og energibehov, og regne ut om et enkelt kosthold over en dag gir energioverskudd eller energiunderskudd.",energibehov-begrep;beregne-energiinnhold-mat-ferdighet,,"Gi eleven det omtrentlige energiinnholdet i det eleven har spist i løpet av en dag, og et oppgitt daglig energibehov, og be dem regne ut om dagen gir energioverskudd eller -underskudd, og med hvor mye."
kostholdsrad-begrep,begrep,Ernæring og helse,Kostholdsråd,"Eleven vet at offentlige kostholdsråd er anbefalinger for et variert og helsefremmende kosthold, basert på forskning på sammenhengen mellom kosthold og helse.",naeringsstoffgrupper-funksjon-ferdighet,,
drofte-variert-kosthold-ferdighet,ferdighet,Ernæring og helse,Diskutere hvorfor et variert kosthold er viktig,"Eleven kan diskutere hvorfor et variert kosthold er viktig, både i et helseperspektiv og i et bærekraftperspektiv.",kostholdsrad-begrep;beregne-energibalanse-ferdighet,,"Be eleven diskutere fordelene ved et variert kosthold sammenlignet med et ensidig kosthold, og trekke inn både hvorfor kroppen trenger flere ulike næringsstoffer og hvorfor matvalg også har betydning for miljø og bærekraft."
livsstilssykdom-begrep,begrep,Ernæring og helse,Livsstilssykdom,"Eleven vet at en livsstilssykdom er en sykdom som har sammenheng med levevaner som kosthold, fysisk aktivitet, røyking eller alkoholbruk.",energibehov-begrep,,
drofte-livsstil-helse-ferdighet,ferdighet,Ernæring og helse,Drøfte helse- og livsstilsspørsmål,"Eleven kan drøfte aktuelle helse- og livsstilsspørsmål, og vurdere påliteligheten til informasjon fra ulike kilder om disse spørsmålene.",livsstilssykdom-begrep;kildekritikk-ferdighet,,"Ta utgangspunkt i et aktuelt helse- eller livsstilstema eleven kjenner til (f.eks. sukkerinntak, kosttilskudd, eller trening), og be eleven drøfte hva som faktisk er godt dokumentert og hva som er mer usikkert, og hvorfor kilden til informasjonen har betydning."
celle-begrep,begrep,"Arv, evolusjon og bioteknologi",Cellen,"Eleven vet at cellen er den minste levende byggesteinen i en organisme, og at den har en cellekjerne og andre organeller med ulike oppgaver.",protein-begrep,,
dna-begrep,begrep,"Arv, evolusjon og bioteknologi",DNA,"Eleven vet at DNA er molekylet i cellekjernen som bærer den genetiske informasjonen, bygd opp som en dobbelheliks av nukleotider.",celle-begrep;protein-begrep,,
gen-begrep,begrep,"Arv, evolusjon og bioteknologi",Gen,"Eleven vet at et gen er en avgrenset del av DNA-molekylet som inneholder oppskriften på én bestemt egenskap.",dna-begrep,,
kromosom-begrep,begrep,"Arv, evolusjon og bioteknologi",Kromosom,"Eleven vet at et kromosom er en lang DNA-tråd som er tett sammenpakket, og at kromosomene inneholder mange gener.",dna-begrep,,
beskrive-dna-struktur-ferdighet,ferdighet,"Arv, evolusjon og bioteknologi",Beskrive hvordan DNA er bygd opp,"Eleven kan beskrive hvordan DNA, gener og kromosomer henger sammen, og hvordan informasjonen i DNA er knyttet til egenskaper hos en organisme.",gen-begrep;kromosom-begrep,,"Be eleven forklare, med egne ord og gjerne en enkel tegning, hvordan DNA, gener og kromosomer henger sammen, og hvordan et gen kan gi opphav til en egenskap hos organismen."
celledeling-begrep,begrep,"Arv, evolusjon og bioteknologi",Celledeling,"Eleven vet at celledeling er prosessen der en celle deler seg og danner nye celler.",kromosom-begrep,,
mitose-begrep,begrep,"Arv, evolusjon og bioteknologi",Mitose,"Eleven vet at mitose er vanlig celledeling som gir to genetisk like celler, og at den brukes til vekst og til å erstatte skadde celler.",celledeling-begrep,,
meiose-begrep,begrep,"Arv, evolusjon og bioteknologi",Meiose,"Eleven vet at meiose er en reduksjonsdeling som lager kjønnsceller med halvert kromosomtall, og at den skaper genetisk variasjon.",celledeling-begrep,,
sammenligne-mitose-meiose-ferdighet,ferdighet,"Arv, evolusjon og bioteknologi",Sammenligne mitose og meiose,"Eleven kan sammenligne mitose og meiose, og forklare hvorfor meiose gir genetisk variasjon mens mitose ikke gjør det.",mitose-begrep;meiose-begrep,,"Be eleven sette opp mitose og meiose ved siden av hverandre: hva slags celler hver deling lager, hvor mange celler man ender opp med, og hvorfor bare den ene av dem fører til genetisk variasjon."
arv-begrep,begrep,"Arv, evolusjon og bioteknologi",Arv,"Eleven vet at arv er overføring av egenskaper fra foreldre til avkom gjennom genene.",beskrive-dna-struktur-ferdighet,,
allel-dominant-recessiv-begrep,begrep,"Arv, evolusjon og bioteknologi","Allel, dominant og recessiv","Eleven vet at et allel er en variant av et gen, og at et dominant allel viser seg som egenskap selv om bare én kopi er til stede, mens et recessivt allel bare viser seg når begge kopiene er recessive.",arv-begrep,,
sette-opp-krysningsskjema-ferdighet,ferdighet,"Arv, evolusjon og bioteknologi",Sette opp et krysningsskjema,"Eleven kan sette opp et enkelt krysningsskjema for ett egenskapspar, og lese av hvilke genotyper og fenotyper som er mulige hos avkommet.",allel-dominant-recessiv-begrep,,"Gi eleven genotypen til to foreldre for ett egenskapspar (f.eks. blomsterfarge hos en plante, der én allel er dominant) og be dem sette opp et krysningsskjema og lese av hvilke genotyper og fenotyper som er mulige hos avkommet."
beregne-sannsynlighet-arv-ferdighet,ferdighet,"Arv, evolusjon og bioteknologi",Regne ut sannsynligheten for en egenskap hos avkom,"Eleven kan bruke et krysningsskjema til å regne ut sannsynligheten, i prosent eller brøk, for at avkommet får en bestemt genotype eller fenotype.",sette-opp-krysningsskjema-ferdighet,,"Ta utgangspunkt i et krysningsskjema eleven har satt opp (eller sett opp av deg), og be dem regne ut sannsynligheten i prosent for at et avkom får en bestemt fenotype, f.eks. sannsynligheten for at et avkom av to brunøyde foreldre som begge bærer et blåøyd allel selv får blå øyne."
genetisk-variasjon-begrep,begrep,"Arv, evolusjon og bioteknologi",Genetisk variasjon,"Eleven vet at genetisk variasjon er forskjeller i arvestoff mellom individer i en populasjon, og at variasjonen blant annet kommer fra meiose og mutasjoner.",sammenligne-mitose-meiose-ferdighet,,
naturlig-utvalg-begrep,begrep,"Arv, evolusjon og bioteknologi",Naturlig utvalg,"Eleven vet at naturlig utvalg er når individer med egenskaper som gir bedre overlevelse eller formering får flere avkom, slik at egenskapen blir vanligere i populasjonen over tid.",genetisk-variasjon-begrep,,
evolusjon-begrep,begrep,"Arv, evolusjon og bioteknologi",Evolusjon,"Eleven vet at evolusjon er endring i en populasjons arvestoff over generasjoner, blant annet drevet fram av naturlig utvalg.",naturlig-utvalg-begrep,,
forklare-naturlig-utvalg-ferdighet,ferdighet,"Arv, evolusjon og bioteknologi",Forklare hvordan naturlig utvalg fører til endring,"Eleven kan forklare, med et konkret eksempel, hvordan naturlig utvalg kan føre til endring i en populasjon over tid.",evolusjon-begrep,,"Gi eleven et konkret eksempel på en populasjon med variasjon i en egenskap og et miljø som favoriserer én variant (f.eks. sommerfugler med ulik farge i et miljø som endrer seg), og be dem forklare steg for steg hvordan naturlig utvalg fører til at populasjonen endrer seg over generasjoner."
kunstig-seleksjon-begrep,begrep,"Arv, evolusjon og bioteknologi",Kunstig seleksjon,"Eleven vet at kunstig seleksjon er når mennesker, i motsetning til naturen selv, velger ut individer med ønskede egenskaper til videre avl.",naturlig-utvalg-begrep,,
arv-forutsetning-evolusjon-ferdighet,ferdighet,"Arv, evolusjon og bioteknologi",Gjøre rede for hvordan arv er en forutsetning for evolusjon,"Eleven kan gjøre rede for hvordan arv er en forutsetning for evolusjon, ved at egenskaper som gir en fordel må kunne overføres til avkommet for at populasjonen skal endre seg over tid.",forklare-naturlig-utvalg-ferdighet;beregne-sannsynlighet-arv-ferdighet,,"Be eleven forklare hvorfor evolusjon ikke kunne skjedd dersom egenskaper ikke kunne arves videre til avkom, og koble dette til hvordan gener og krysningsskjema henger sammen med hvilke egenskaper som blir vanligere i en populasjon."
klima-evolusjon-ferdighet,ferdighet,"Arv, evolusjon og bioteknologi",Gjøre rede for hvordan klimaendringer påvirker evolusjon og biologisk mangfold,"Eleven kan gjøre rede for hvordan klimaendringer påvirker evolusjon, utbredelsen av arter og biologisk mangfold.",arv-forutsetning-evolusjon-ferdighet,,"Ta utgangspunkt i en art som er påvirket av klimaendringer (f.eks. en art som flytter leveområde, eller en art i fare for utryddelse), og be eleven gjøre rede for hvordan endret klima kan påvirke naturlig utvalg, hvor arten kan leve, og det biologiske mangfoldet i området."
bioteknologi-begrep,begrep,"Arv, evolusjon og bioteknologi",Bioteknologi,"Eleven vet at bioteknologi er bruk av levende organismer, celler eller deler av dem til å lage eller endre produkter.",beskrive-dna-struktur-ferdighet,,
tradisjonell-moderne-bioteknologi-begrep,begrep,"Arv, evolusjon og bioteknologi",Tradisjonell og moderne bioteknologi,"Eleven vet forskjellen mellom tradisjonell bioteknologi (f.eks. avl, foredling og gjæring) og moderne bioteknologi (f.eks. genredigering), som endrer arvestoffet mer direkte og presist.",bioteknologi-begrep;kunstig-seleksjon-begrep,,
genredigering-crispr-begrep,begrep,"Arv, evolusjon og bioteknologi",Genredigering (CRISPR/Cas9),"Eleven vet at genredigering, som CRISPR/Cas9, er en teknikk som gjør det mulig å endre bestemte deler av DNA presist.",tradisjonell-moderne-bioteknologi-begrep,,
gmo-begrep,begrep,"Arv, evolusjon og bioteknologi",Genmodifisert organisme (GMO),"Eleven vet at en genmodifisert organisme (GMO) er en organisme der arvestoffet er bevisst endret ved hjelp av genteknologi.",genredigering-crispr-begrep,,
eksempler-bruk-bioteknologi-ferdighet,ferdighet,"Arv, evolusjon og bioteknologi",Gi eksempler på bruk av bioteknologi,"Eleven kan gi eksempler på bruk av bioteknologi, som i medisin, landbruk eller matproduksjon, og kort forklare hva bioteknologien gjør i hvert eksempel.",gmo-begrep,,"Be eleven gi tre eksempler på bruk av bioteknologi fra ulike områder (f.eks. insulinproduksjon i medisin, genmodifisert mais i landbruket, og genetisk fingeravtrykk i rettsmedisin), og kort forklare hva bioteknologien brukes til i hvert tilfelle."
etikk-bioteknologi-ferdighet,ferdighet,"Arv, evolusjon og bioteknologi",Drøfte etiske spørsmål knyttet til bioteknologi,"Eleven kan drøfte etiske spørsmål knyttet til bruk av bioteknologi, som genredigering av dyr, planter eller mennesker.",eksempler-bruk-bioteknologi-ferdighet,,"Ta utgangspunkt i et konkret, aktuelt eksempel på bioteknologi som reiser etiske spørsmål (f.eks. genredigering av embryoer, eller genmodifisert mat), og be eleven drøfte argumenter for og imot bruken, og hvilke hensyn som står mot hverandre."
